repeat,window_id,seed,scenario,block_position,missing_rate,method,mae,rmse,r2,number_of_missing_values,number_of_evaluated_values
2,2,15880,block_end,end,0.60,spline_interpolation,4.021791,4.599859,-3.972289,605,605
2,2,15880,block_end,end,0.60,moving_average,4.903588,5.309252,-5.624210,605,605
2,2,15880,block_end,end,0.60,knn,2.849783,3.432163,-1.768237,605,605
2,2,15880,block_end,end,0.60,knn_upgraded,2.416176,2.994323,-1.107001,605,605
2,2,15880,block_end,end,0.60,decision_tree,2.136387,2.670058,-0.675362,605,605
2,2,15880,block_end,end,0.60,random_forest,2.297518,2.861533,-0.924265,605,605
2,2,15880,block_end,end,0.60,neural_net,2.642756,3.215571,-1.429873,605,605
2,2,15880,block_end,end,0.60,adaptive_imputation,2.849783,3.432163,-1.768237,605,605
3,3,23799,block_end,end,0.60,forward_fill,6.143339,6.750154,-4.823113,605,605
3,3,23799,block_end,end,0.60,linear_interpolation,3.445074,3.971546,-1.015798,605,605
3,3,23799,block_end,end,0.60,time_interpolation,3.445074,3.971546,-1.015798,605,605
3,3,23799,block_end,end,0.60,cubic_interpolation,7.955676,9.992286,-11.760201,605,605
3,3,23799,block_end,end,0.60,spline_interpolation,13.399712,15.072951,-28.035173,605,605
3,3,23799,block_end,end,0.60,moving_average,6.098377,6.729748,-4.787958,605,605
3,3,23799,block_end,end,0.60,knn,3.445074,3.971546,-1.015798,605,605
3,3,23799,block_end,end,0.60,knn_upgraded,2.865634,3.329840,-0.417015,605,605
3,3,23799,block_end,end,0.60,decision_tree,2.502617,2.880158,-0.060133,605,605
3,3,23799,block_end,end,0.60,random_forest,2.773507,3.212131,-0.318604,605,605
3,3,23799,block_end,end,0.60,neural_net,3.155717,3.678806,-0.729584,605,605
3,3,23799,block_end,end,0.60,adaptive_imputation,3.445074,3.971546,-1.015798,605,605
4,4,31718,block_end,end,0.60,forward_fill,2.890810,3.699486,-0.381853,605,605
4,4,31718,block_end,end,0.60,linear_interpolation,2.688334,3.374172,-0.149513,605,605
4,4,31718,block_end,end,0.60,time_interpolation,2.688334,3.374172,-0.149513,605,605
4,4,31718,block_end,end,0.60,cubic_interpolation,7.107888,7.997693,-5.458158,605,605
4,4,31718,block_end,end,0.60,spline_interpolation,9.223448,10.254526,-9.617212,605,605
4,4,31718,block_end,end,0.60,moving_average,2.904836,3.708748,-0.388781,605,605
4,4,31718,block_end,end,0.60,knn,2.688334,3.374172,-0.149513,605,605
4,4,31718,block_end,end,0.60,knn_upgraded,2.617641,3.298853,-0.098766,605,605
4,4,31718,block_end,end,0.60,decision_tree,2.647755,3.311040,-0.106899,605,605
4,4,31718,block_end,end,0.60,random_forest,2.642268,3.309861,-0.106111,605,605
4,4,31718,block_end,end,0.60,neural_net,2.838632,3.540709,-0.265784,605,605
4,4,31718,block_end,end,0.60,adaptive_imputation,2.688334,3.374172,-0.149513,605,605
5,5,39637,block_end,end,0.60,forward_fill,5.601190,6.896991,-1.265074,605,605
5,5,39637,block_end,end,0.60,linear_interpolation,4.429051,5.523855,-0.452940,605,605
5,5,39637,block_end,end,0.60,time_interpolation,4.429051,5.523855,-0.452940,605,605
5,5,39637,block_end,end,0.60,cubic_interpolation,13.747325,17.310788,-13.269108,605,605
5,5,39637,block_end,end,0.60,spline_interpolation,19.313634,21.919229,-21.877772,605,605
5,5,39637,block_end,end,0.60,moving_average,5.533359,6.859602,-1.240583,605,605
5,5,39637,block_end,end,0.60,knn,4.429051,5.523855,-0.452940,605,605
5,5,39637,block_end,end,0.60,knn_upgraded,4.358014,5.317272,-0.346297,605,605
5,5,39637,block_end,end,0.60,decision_tree,4.426734,5.308680,-0.341950,605,605
5,5,39637,block_end,end,0.60,random_forest,4.431347,5.337517,-0.356569,605,605
5,5,39637,block_end,end,0.60,neural_net,4.652850,5.732062,-0.564534,605,605
5,5,39637,block_end,end,0.60,adaptive_imputation,4.429051,5.523855,-0.452940,605,605
6,6,47556,block_end,end,0.60,forward_fill,3.962000,4.444675,-0.267039,605,605
6,6,47556,block_end,end,0.60,linear_interpolation,2.954144,3.720508,0.112202,605,605
6,6,47556,block_end,end,0.60,time_interpolation,2.954144,3.720508,0.112202,605,605
6,6,47556,block_end,end,0.60,cubic_interpolation,25.375657,30.352695,-58.088683,605,605
6,6,47556,block_end,end,0.60,spline_interpolation,38.039788,42.394615,-114.273952,605,605
6,6,47556,block_end,end,0.60,moving_average,3.920164,4.416763,-0.251175,605,605
6,6,47556,block_end,end,0.60,knn,2.954144,3.720508,0.112202,605,605
6,6,47556,block_end,end,0.60,knn_upgraded,3.075507,3.936060,0.006350,605,605
6,6,47556,block_end,end,0.60,decision_tree,3.328623,4.253758,-0.160527,605,605
6,6,47556,block_end,end,0.60,random_forest,3.215987,4.091342,-0.073597,605,605
6,6,47556,block_end,end,0.60,neural_net,2.910347,3.893902,0.027522,605,605
6,6,47556,block_end,end,0.60,adaptive_imputation,2.954144,3.720508,0.112202,605,605
7,7,55475,block_end,end,0.60,forward_fill,1.636992,2.102582,-0.883416,605,605
7,7,55475,block_end,end,0.60,linear_interpolation,2.201056,2.606520,-1.894427,605,605
7,7,55475,block_end,end,0.60,time_interpolation,2.201056,2.606520,-1.894427,605,605
7,7,55475,block_end,end,0.60,cubic_interpolation,12.777968,15.305788,-98.804884,605,605
7,7,55475,block_end,end,0.60,spline_interpolation,19.878814,22.183763,-208.657712,605,605
7,7,55475,block_end,end,0.60,moving_average,1.626206,2.099238,-0.877430,605,605
7,7,55475,block_end,end,0.60,knn,2.201056,2.606520,-1.894427,605,605
7,7,55475,block_end,end,0.60,knn_upgraded,2.317549,2.721271,-2.154888,605,605
7,7,55475,block_end,end,0.60,decision_tree,2.513006,2.900867,-2.585058,605,605
7,7,55475,block_end,end,0.60,random_forest,2.449372,2.840896,-2.438359,605,605
7,7,55475,block_end,end,0.60,neural_net,2.257241,2.646346,-1.983552,605,605
7,7,55475,block_end,end,0.60,adaptive_imputation,2.201056,2.606520,-1.894427,605,605
8,8,63394,block_end,end,0.60,forward_fill,2.924678,3.689664,-0.058164,605,605
8,8,63394,block_end,end,0.60,linear_interpolation,3.698474,4.451106,-0.539980,605,605
8,8,63394,block_end,end,0.60,time_interpolation,3.698474,4.451106,-0.539980,605,605
8,8,63394,block_end,end,0.60,cubic_interpolation,6.394018,8.089011,-4.085926,605,605
8,8,63394,block_end,end,0.60,spline_interpolation,8.125163,10.043037,-6.839880,605,605
8,8,63394,block_end,end,0.60,moving_average,2.875510,3.651424,-0.036344,605,605
8,8,63394,block_end,end,0.60,knn,3.698474,4.451106,-0.539980,605,605
8,8,63394,block_end,end,0.60,knn_upgraded,3.984945,4.763248,-0.763541,605,605
8,8,63394,block_end,end,0.60,decision_tree,4.429117,5.235339,-1.130438,605,605
8,8,63394,block_end,end,0.60,random_forest,3.984318,4.768746,-0.767615,605,605
8,8,63394,block_end,end,0.60,neural_net,3.866126,4.626610,-0.663815,605,605
8,8,63394,block_end,end,0.60,adaptive_imputation,3.698474,4.451106,-0.539980,605,605
9,9,71313,block_end,end,0.60,forward_fill,2.319140,3.108319,-0.012024,605,605
9,9,71313,block_end,end,0.60,linear_interpolation,2.227006,3.080694,0.005885,605,605
9,9,71313,block_end,end,0.60,time_interpolation,2.227006,3.080694,0.005885,605,605
9,9,71313,block_end,end,0.60,cubic_interpolation,14.122757,16.494441,-27.498037,605,605
9,9,71313,block_end,end,0.60,spline_interpolation,21.347474,23.363036,-56.173965,605,605
9,9,71313,block_end,end,0.60,moving_average,2.303287,3.101942,-0.007876,605,605
9,9,71313,block_end,end,0.60,knn,2.227006,3.080694,0.005885,605,605
9,9,71313,block_end,end,0.60,knn_upgraded,2.293244,3.159311,-0.045501,605,605
9,9,71313,block_end,end,0.60,decision_tree,2.345496,3.213812,-0.081884,605,605
9,9,71313,block_end,end,0.60,random_forest,2.318973,3.183869,-0.061818,605,605
9,9,71313,block_end,end,0.60,neural_net,2.263234,3.236548,-0.097246,605,605
9,9,71313,block_end,end,0.60,adaptive_imputation,2.227006,3.080694,0.005885,605,605
10,10,79232,block_end,end,0.60,forward_fill,10.122744,10.429046,-16.277815,605,605
10,10,79232,block_end,end,0.60,linear_interpolation,5.685322,6.780623,-6.303630,605,605
10,10,79232,block_end,end,0.60,time_interpolation,5.685322,6.780623,-6.303630,605,605
10,10,79232,block_end,end,0.60,cubic_interpolation,2.946871,3.429214,-0.868052,605,605
10,10,79232,block_end,end,0.60,spline_interpolation,6.524553,7.336128,-7.549357,605,605
10,10,79232,block_end,end,0.60,moving_average,10.042539,10.393954,-16.161735,605,605
10,10,79232,block_end,end,0.60,knn,5.685322,6.780623,-6.303630,605,605
10,10,79232,block_end,end,0.60,knn_upgraded,4.605980,5.779941,-4.306968,605,605
10,10,79232,block_end,end,0.60,decision_tree,3.886734,5.025430,-3.011862,605,605
10,10,79232,block_end,end,0.60,random_forest,4.218014,5.379190,-3.596564,605,605
10,10,79232,block_end,end,0.60,neural_net,5.403872,6.510053,-5.732381,605,605
10,10,79232,block_end,end,0.60,adaptive_imputation,5.685322,6.780623,-6.303630,605,605
11,11,87151,block_end,end,0.60,forward_fill,6.750810,7.717476,-2.331158,605,605
11,11,87151,block_end,end,0.60,linear_interpolation,3.991526,4.978458,-0.386227,605,605
11,11,87151,block_end,end,0.60,time_interpolation,3.991526,4.978458,-0.386227,605,605
11,11,87151,block_end,end,0.60,cubic_interpolation,3.357496,4.254797,-0.012517,605,605
11,11,87151,block_end,end,0.60,spline_interpolation,3.592300,4.438645,-0.101908,605,605
11,11,87151,block_end,end,0.60,moving_average,6.702310,7.696496,-2.313070,605,605
11,11,87151,block_end,end,0.60,knn,3.991526,4.978458,-0.386227,605,605
11,11,87151,block_end,end,0.60,knn_upgraded,3.603568,4.491063,-0.128088,605,605
11,11,87151,block_end,end,0.60,decision_tree,3.371323,4.142497,0.040226,605,605
11,11,87151,block_end,end,0.60,random_forest,3.676000,4.539152,-0.152376,605,605
11,11,87151,block_end,end,0.60,neural_net,4.009492,4.971887,-0.382570,605,605
11,11,87151,block_end,end,0.60,adaptive_imputation,3.991526,4.978458,-0.386227,605,605
12,12,95070,block_end,end,0.60,forward_fill,3.386033,3.952879,-0.843270,605,605
12,12,95070,block_end,end,0.60,linear_interpolation,1.405635,1.831363,0.604351,605,605
12,12,95070,block_end,end,0.60,time_interpolation,1.405635,1.831363,0.604351,605,605
12,12,95070,block_end,end,0.60,cubic_interpolation,1.415720,1.742631,0.641761,605,605
12,12,95070,block_end,end,0.60,spline_interpolation,1.390537,1.749205,0.639053,605,605
12,12,95070,block_end,end,0.60,moving_average,3.324045,3.899502,-0.793825,605,605
12,12,95070,block_end,end,0.60,knn,1.405635,1.831363,0.604351,605,605
12,12,95070,block_end,end,0.60,knn_upgraded,1.643163,2.268482,0.392939,605,605
12,12,95070,block_end,end,0.60,decision_tree,2.129440,2.780630,0.087888,605,605
12,12,95070,block_end,end,0.60,random_forest,1.879092,2.499851,0.262792,605,605
12,12,95070,block_end,end,0.60,neural_net,1.366289,1.875383,0.585102,605,605
12,12,95070,block_end,end,0.60,adaptive_imputation,1.405635,1.831363,0.604351,605,605
13,13,102989,block_end,end,0.60,forward_fill,2.621851,3.694680,-0.326445,605,605
13,13,102989,block_end,end,0.60,linear_interpolation,2.890459,3.966705,-0.528956,605,605
13,13,102989,block_end,end,0.60,time_interpolation,2.890459,3.966705,-0.528956,605,605
13,13,102989,block_end,end,0.60,cubic_interpolation,11.941900,13.819826,-17.558402,605,605
13,13,102989,block_end,end,0.60,spline_interpolation,16.767379,18.364970,-31.772975,605,605
13,13,102989,block_end,end,0.60,moving_average,2.615767,3.693538,-0.325625,605,605
13,13,102989,block_end,end,0.60,knn,2.890459,3.966705,-0.528956,605,605
13,13,102989,block_end,end,0.60,knn_upgraded,2.979265,4.071054,-0.610457,605,605
13,13,102989,block_end,end,0.60,decision_tree,3.088487,4.176918,-0.695303,605,605
13,13,102989,block_end,end,0.60,random_forest,3.080826,4.168478,-0.688459,605,605
13,13,102989,block_end,end,0.60,neural_net,2.908803,4.010390,-0.562819,605,605
13,13,102989,block_end,end,0.60,adaptive_imputation,2.890459,3.966705,-0.528956,605,605
14,14,110908,block_end,end,0.60,forward_fill,0.857455,1.286545,-0.079201,605,605
14,14,110908,block_end,end,0.60,linear_interpolation,1.230559,1.785200,-1.077907,605,605
14,14,110908,block_end,end,0.60,time_interpolation,1.230559,1.785200,-1.077907,605,605
14,14,110908,block_end,end,0.60,cubic_interpolation,2.352322,2.731607,-3.865070,605,605
14,14,110908,block_end,end,0.60,spline_interpolation,3.127712,3.561826,-7.271760,605,605
14,14,110908,block_end,end,0.60,moving_average,0.835384,1.259284,-0.033950,605,605
14,14,110908,block_end,end,0.60,knn,1.230559,1.785200,-1.077907,605,605
14,14,110908,block_end,end,0.60,knn_upgraded,1.485466,2.016405,-1.650990,605,605
14,14,110908,block_end,end,0.60,decision_tree,1.698992,2.205151,-2.170512,605,605
14,14,110908,block_end,end,0.60,random_forest,1.681418,2.195207,-2.141982,605,605
14,14,110908,block_end,end,0.60,neural_net,1.313132,1.825988,-1.173944,605,605
14,14,110908,block_end,end,0.60,adaptive_imputation,1.230559,1.785200,-1.077907,605,605
15,15,118827,block_end,end,0.60,forward_fill,5.139306,6.300933,-0.142507,605,605
15,15,118827,block_end,end,0.60,linear_interpolation,6.098745,7.329990,-0.546164,605,605
15,15,118827,block_end,end,0.60,time_interpolation,6.098745,7.329990,-0.546164,605,605
15,15,118827,block_end,end,0.60,cubic_interpolation,39.662293,46.519343,-61.275333,605,605
15,15,118827,block_end,end,0.60,spline_interpolation,58.520269,65.147990,-121.138045,605,605
15,15,118827,block_end,end,0.60,moving_average,5.043171,6.213273,-0.110938,605,605
15,15,118827,block_end,end,0.60,knn,6.098745,7.329990,-0.546164,605,605
15,15,118827,block_end,end,0.60,knn_upgraded,6.698476,8.052579,-0.866031,605,605
15,15,118827,block_end,end,0.60,decision_tree,7.259381,8.676740,-1.166517,605,605
15,15,118827,block_end,end,0.60,random_forest,6.742500,8.110048,-0.892761,605,605
15,15,118827,block_end,end,0.60,neural_net,6.607938,7.887509,-0.790312,605,605
15,15,118827,block_end,end,0.60,adaptive_imputation,6.098745,7.329990,-0.546164,605,605
16,16,126746,block_end,end,0.60,forward_fill,5.324331,5.995236,-3.724515,605,605
16,16,126746,block_end,end,0.60,linear_interpolation,3.484033,4.001186,-1.104370,605,605
16,16,126746,block_end,end,0.60,time_interpolation,3.484033,4.001186,-1.104370,605,605
16,16,126746,block_end,end,0.60,cubic_interpolation,4.910811,5.845668,-3.491723,605,605
16,16,126746,block_end,end,0.60,spline_interpolation,7.838171,9.178126,-10.072678,605,605
16,16,126746,block_end,end,0.60,moving_average,5.268945,5.966944,-3.680029,605,605
16,16,126746,block_end,end,0.60,knn,3.484033,4.001186,-1.104370,605,605
16,16,126746,block_end,end,0.60,knn_upgraded,3.068878,3.551162,-0.657623,605,605
16,16,126746,block_end,end,0.60,decision_tree,2.857003,3.306470,-0.437056,605,605
16,16,126746,block_end,end,0.60,random_forest,2.965228,3.420093,-0.537519,605,605
16,16,126746,block_end,end,0.60,neural_net,3.263465,3.803932,-0.901999,605,605
16,16,126746,block_end,end,0.60,adaptive_imputation,3.484033,4.001186,-1.104370,605,605
17,17,134665,block_end,end,0.60,forward_fill,8.574562,9.505007,-4.370642,605,605
17,17,134665,block_end,end,0.60,linear_interpolation,2.714377,3.464380,0.286535,605,605
17,17,134665,block_end,end,0.60,time_interpolation,2.714377,3.464380,0.286535,605,605
17,17,134665,block_end,end,0.60,cubic_interpolation,1.702695,2.255739,0.697518,605,605
17,17,134665,block_end,end,0.60,spline_interpolation,1.989286,2.374718,0.664768,605,605
17,17,134665,block_end,end,0.60,moving_average,8.453001,9.424750,-4.280330,605,605
17,17,134665,block_end,end,0.60,knn,2.714377,3.464380,0.286535,605,605
17,17,134665,block_end,end,0.60,knn_upgraded,2.010898,2.515725,0.623775,605,605
17,17,134665,block_end,end,0.60,decision_tree,2.155037,2.609017,0.595354,605,605
17,17,134665,block_end,end,0.60,random_forest,2.104607,2.506217,0.626613,605,605
17,17,134665,block_end,end,0.60,neural_net,2.949327,3.568676,0.242931,605,605
17,17,134665,block_end,end,0.60,adaptive_imputation,2.714377,3.464380,0.286535,605,605
18,18,142584,block_end,end,0.60,forward_fill,2.598149,3.092338,-0.011462,605,605
18,18,142584,block_end,end,0.60,linear_interpolation,3.001391,3.658838,-0.415996,605,605
18,18,142584,block_end,end,0.60,time_interpolation,3.001391,3.658838,-0.415996,605,605
18,18,142584,block_end,end,0.60,cubic_interpolation,24.113244,27.549903,-79.281574,605,605
18,18,142584,block_end,end,0.60,spline_interpolation,35.611873,39.077712,-160.522863,605,605
18,18,142584,block_end,end,0.60,moving_average,2.587718,3.088755,-0.009120,605,605
18,18,142584,block_end,end,0.60,knn,3.001391,3.658838,-0.415996,605,605
18,18,142584,block_end,end,0.60,knn_upgraded,3.090824,3.770731,-0.503927,605,605
18,18,142584,block_end,end,0.60,decision_tree,3.223037,3.924594,-0.629165,605,605
18,18,142584,block_end,end,0.60,random_forest,3.176566,3.867000,-0.581700,605,605
18,18,142584,block_end,end,0.60,neural_net,3.012935,3.672881,-0.426886,605,605
18,18,142584,block_end,end,0.60,adaptive_imputation,3.001391,3.658838,-0.415996,605,605
19,19,150503,block_end,end,0.60,forward_fill,5.241041,6.509660,-1.842045,605,605
19,19,150503,block_end,end,0.60,linear_interpolation,1.798090,2.489409,0.584370,605,605
19,19,150503,block_end,end,0.60,time_interpolation,1.798090,2.489409,0.584370,605,605
19,19,150503,block_end,end,0.60,cubic_interpolation,2.039837,2.752220,0.491980,605,605
19,19,150503,block_end,end,0.60,spline_interpolation,1.977042,2.685789,0.516209,605,605
19,19,150503,block_end,end,0.60,moving_average,5.151431,6.432579,-1.775139,605,605
19,19,150503,block_end,end,0.60,knn,1.798090,2.489409,0.584370,605,605
19,19,150503,block_end,end,0.60,knn_upgraded,2.349496,2.939084,0.420653,605,605
19,19,150503,block_end,end,0.60,decision_tree,3.016210,3.605513,0.128136,605,605
19,19,150503,block_end,end,0.60,random_forest,2.718971,3.308996,0.265643,605,605
19,19,150503,block_end,end,0.60,neural_net,1.777976,2.546945,0.564935,605,605
19,19,150503,block_end,end,0.60,adaptive_imputation,1.798090,2.489409,0.584370,605,605
0,0,42,block_end,end,0.70,forward_fill,5.899448,7.230350,-0.104657,706,706
0,0,42,block_end,end,0.70,linear_interpolation,5.225256,6.053986,0.225553,706,706
0,0,42,block_end,end,0.70,time_interpolation,5.225256,6.053986,0.225553,706,706
0,0,42,block_end,end,0.70,cubic_interpolation,10.948616,13.399176,-2.793718,706,706
0,0,42,block_end,end,0.70,spline_interpolation,13.575001,16.392662,-4.678162,706,706
0,0,42,block_end,end,0.70,moving_average,5.863830,7.219123,-0.101229,706,706
0,0,42,block_end,end,0.70,knn,5.225256,6.053986,0.225553,706,706
0,0,42,block_end,end,0.70,knn_upgraded,5.330024,6.124961,0.207288,706,706
0,0,42,block_end,end,0.70,decision_tree,5.415790,6.223316,0.181625,706,706
0,0,42,block_end,end,0.70,random_forest,5.336460,6.123521,0.207661,706,706
0,0,42,block_end,end,0.70,neural_net,5.230839,6.047732,0.227152,706,706
0,0,42,block_end,end,0.70,adaptive_imputation,5.225256,6.053986,0.225553,706,706
1,1,7961,block_end,end,0.70,forward_fill,3.141147,4.006486,-0.240125,706,706
1,1,7961,block_end,end,0.70,linear_interpolation,2.509005,3.001534,0.303975,706,706
1,1,7961,block_end,end,0.70,time_interpolation,2.509005,3.001534,0.303975,706,706
1,1,7961,block_end,end,0.70,cubic_interpolation,77.102726,89.855736,-622.777543,706,706
1,1,7961,block_end,end,0.70,spline_interpolation,115.362619,127.457826,-1254.079203,706,706
1,1,7961,block_end,end,0.70,moving_average,3.107267,3.984530,-0.226570,706,706
1,1,7961,block_end,end,0.70,knn,2.509005,3.001534,0.303975,706,706
1,1,7961,block_end,end,0.70,knn_upgraded,2.656196,3.158089,0.229475,706,706
1,1,7961,block_end,end,0.70,decision_tree,2.845634,3.379778,0.117500,706,706
1,1,7961,block_end,end,0.70,random_forest,2.771072,3.285560,0.166018,706,706
1,1,7961,block_end,end,0.70,neural_net,2.410450,2.787703,0.399613,706,706
1,1,7961,block_end,end,0.70,adaptive_imputation,2.509005,3.001534,0.303975,706,706
2,2,15880,block_end,end,0.70,forward_fill,2.112365,2.418092,-0.466545,706,706
2,2,15880,block_end,end,0.70,linear_interpolation,1.868680,2.176029,-0.187624,706,706
2,2,15880,block_end,end,0.70,time_interpolation,1.868680,2.176029,-0.187624,706,706
2,2,15880,block_end,end,0.70,cubic_interpolation,1.895395,2.674825,-0.794487,706,706
2,2,15880,block_end,end,0.70,spline_interpolation,2.359964,3.254007,-1.655745,706,706
2,2,15880,block_end,end,0.70,moving_average,2.110266,2.417775,-0.466159,706,706
2,2,15880,block_end,end,0.70,knn,1.868680,2.176029,-0.187624,706,706
2,2,15880,block_end,end,0.70,knn_upgraded,1.831424,2.138466,-0.146976,706,706
2,2,15880,block_end,end,0.70,decision_tree,1.785295,2.091457,-0.097103,706,706
2,2,15880,block_end,end,0.70,random_forest,1.825861,2.130754,-0.138719,706,706
2,2,15880,block_end,end,0.70,neural_net,1.849667,2.148434,-0.157694,706,706
2,2,15880,block_end,end,0.70,adaptive_imputation,1.868680,2.176029,-0.187624,706,706
3,3,23799,block_end,end,0.70,forward_fill,3.351756,4.635471,-0.375978,706,706
3,3,23799,block_end,end,0.70,linear_interpolation,3.430929,4.541838,-0.320952,706,706
3,3,23799,block_end,end,0.70,time_interpolation,3.430929,4.541838,-0.320952,706,706
3,3,23799,block_end,end,0.70,cubic_interpolation,51.378709,60.508121,-233.450394,706,706
3,3,23799,block_end,end,0.70,spline_interpolation,76.194110,83.871766,-449.458930,706,706
3,3,23799,block_end,end,0.70,moving_average,3.338869,4.631001,-0.373325,706,706
3,3,23799,block_end,end,0.70,knn,3.430929,4.541838,-0.320952,706,706
3,3,23799,block_end,end,0.70,knn_upgraded,3.414411,4.489921,-0.290925,706,706
3,3,23799,block_end,end,0.70,decision_tree,3.398064,4.416908,-0.249281,706,706
3,3,23799,block_end,end,0.70,random_forest,3.460049,4.532687,-0.315634,706,706
3,3,23799,block_end,end,0.70,neural_net,3.538384,4.735963,-0.436284,706,706
3,3,23799,block_end,end,0.70,adaptive_imputation,3.430929,4.541838,-0.320952,706,706
4,4,31718,block_end,end,0.70,forward_fill,2.703201,3.248080,-0.151008,706,706
4,4,31718,block_end,end,0.70,linear_interpolation,2.603169,3.125440,-0.065729,706,706
4,4,31718,block_end,end,0.70,time_interpolation,2.603169,3.125440,-0.065729,706,706
4,4,31718,block_end,end,0.70,cubic_interpolation,22.546358,26.210478,-73.950505,706,706
4,4,31718,block_end,end,0.70,spline_interpolation,33.231335,36.596239,-145.115938,706,706
4,4,31718,block_end,end,0.70,moving_average,2.700286,3.243769,-0.147954,706,706
4,4,31718,block_end,end,0.70,knn,2.603169,3.125440,-0.065729,706,706
4,4,31718,block_end,end,0.70,knn_upgraded,2.564554,3.085672,-0.038782,706,706
4,4,31718,block_end,end,0.70,decision_tree,2.622547,3.134768,-0.072101,706,706
4,4,31718,block_end,end,0.70,random_forest,2.583768,3.106589,-0.052913,706,706
4,4,31718,block_end,end,0.70,neural_net,2.590099,3.111761,-0.056421,706,706
4,4,31718,block_end,end,0.70,adaptive_imputation,2.603169,3.125440,-0.065729,706,706
5,5,39637,block_end,end,0.70,forward_fill,4.050269,4.865903,-0.146857,706,706
5,5,39637,block_end,end,0.70,linear_interpolation,3.928487,4.615715,-0.031955,706,706
5,5,39637,block_end,end,0.70,time_interpolation,3.928487,4.615715,-0.031955,706,706
5,5,39637,block_end,end,0.70,cubic_interpolation,18.769028,21.056479,-20.476035,706,706
5,5,39637,block_end,end,0.70,spline_interpolation,27.915701,30.443435,-43.892098,706,706
5,5,39637,block_end,end,0.70,moving_average,4.011080,4.848154,-0.138506,706,706
5,5,39637,block_end,end,0.70,knn,3.928487,4.615715,-0.031955,706,706
5,5,39637,block_end,end,0.70,knn_upgraded,4.044617,4.701655,-0.070740,706,706
5,5,39637,block_end,end,0.70,decision_tree,4.202283,4.875850,-0.151551,706,706
5,5,39637,block_end,end,0.70,random_forest,4.170029,4.847484,-0.138192,706,706
5,5,39637,block_end,end,0.70,neural_net,4.010701,4.708319,-0.073778,706,706
5,5,39637,block_end,end,0.70,adaptive_imputation,3.928487,4.615715,-0.031955,706,706
6,6,47556,block_end,end,0.70,forward_fill,3.468966,4.513753,-0.325523,706,706
6,6,47556,block_end,end,0.70,linear_interpolation,3.736235,4.829648,-0.517549,706,706
6,6,47556,block_end,end,0.70,time_interpolation,3.736235,4.829648,-0.517549,706,706
6,6,47556,block_end,end,0.70,cubic_interpolation,4.611415,6.005207,-1.346214,706,706
6,6,47556,block_end,end,0.70,spline_interpolation,5.171919,6.543126,-1.785366,706,706
6,6,47556,block_end,end,0.70,moving_average,3.461106,4.512357,-0.324703,706,706
6,6,47556,block_end,end,0.70,knn,3.736235,4.829648,-0.517549,706,706
6,6,47556,block_end,end,0.70,knn_upgraded,3.827165,4.952487,-0.595727,706,706
6,6,47556,block_end,end,0.70,decision_tree,3.953669,5.093217,-0.687704,706,706
6,6,47556,block_end,end,0.70,random_forest,3.914584,5.050291,-0.659375,706,706
6,6,47556,block_end,end,0.70,neural_net,3.799882,4.881980,-0.550614,706,706
6,6,47556,block_end,end,0.70,adaptive_imputation,3.736235,4.829648,-0.517549,706,706
7,7,55475,block_end,end,0.70,forward_fill,2.599731,3.005585,-1.163909,706,706
7,7,55475,block_end,end,0.70,linear_interpolation,2.647789,3.047568,-1.224783,706,706
7,7,55475,block_end,end,0.70,time_interpolation,2.647789,3.047568,-1.224783,706,706
7,7,55475,block_end,end,0.70,cubic_interpolation,40.054864,47.200275,-532.666599,706,706
7,7,55475,block_end,end,0.70,spline_interpolation,61.065303,67.408011,-1087.438742,706,706
7,7,55475,block_end,end,0.70,moving_average,2.605335,3.006870,-1.165759,706,706
7,7,55475,block_end,end,0.70,knn,2.647789,3.047568,-1.224783,706,706
7,7,55475,block_end,end,0.70,knn_upgraded,2.606490,3.009815,-1.170004,706,706
7,7,55475,block_end,end,0.70,decision_tree,2.554247,2.962738,-1.102652,706,706
7,7,55475,block_end,end,0.70,random_forest,2.646937,3.046151,-1.222715,706,706
7,7,55475,block_end,end,0.70,neural_net,2.619135,3.031747,-1.201744,706,706
7,7,55475,block_end,end,0.70,adaptive_imputation,2.647789,3.047568,-1.224783,706,706
8,8,63394,block_end,end,0.70,forward_fill,2.876232,3.619534,-0.016627,706,706
8,8,63394,block_end,end,0.70,linear_interpolation,3.635878,4.388101,-0.494203,706,706
8,8,63394,block_end,end,0.70,time_interpolation,3.635878,4.388101,-0.494203,706,706
8,8,63394,block_end,end,0.70,cubic_interpolation,12.130405,14.773010,-15.935352,706,706
8,8,63394,block_end,end,0.70,spline_interpolation,17.016717,20.219738,-30.725411,706,706
8,8,63394,block_end,end,0.70,moving_average,2.835940,3.585561,0.002368,706,706
8,8,63394,block_end,end,0.70,knn,3.635878,4.388101,-0.494203,706,706
8,8,63394,block_end,end,0.70,knn_upgraded,4.038262,4.789482,-0.780054,706,706
8,8,63394,block_end,end,0.70,decision_tree,3.578466,4.329052,-0.454259,706,706
8,8,63394,block_end,end,0.70,random_forest,3.955434,4.708476,-0.720350,706,706
8,8,63394,block_end,end,0.70,neural_net,3.800398,4.603025,-0.644155,706,706
8,8,63394,block_end,end,0.70,adaptive_imputation,3.635878,4.388101,-0.494203,706,706
9,9,71313,block_end,end,0.70,forward_fill,3.554037,4.202431,-0.820251,706,706
