repeat,window_id,seed,scenario,block_position,missing_rate,method,mae,rmse,r2,number_of_missing_values,number_of_evaluated_values
9,9,71313,block_end,end,0.70,linear_interpolation,2.547572,3.276847,-0.106732,706,706
9,9,71313,block_end,end,0.70,time_interpolation,2.547572,3.276847,-0.106732,706,706
9,9,71313,block_end,end,0.70,cubic_interpolation,33.404595,38.955849,-155.413910,706,706
9,9,71313,block_end,end,0.70,spline_interpolation,49.516768,54.285230,-302.733984,706,706
9,9,71313,block_end,end,0.70,moving_average,3.520477,4.183245,-0.803668,706,706
9,9,71313,block_end,end,0.70,knn,2.547572,3.276847,-0.106732,706,706
9,9,71313,block_end,end,0.70,knn_upgraded,2.383816,3.236507,-0.079650,706,706
9,9,71313,block_end,end,0.70,decision_tree,2.384914,3.250756,-0.089178,706,706
9,9,71313,block_end,end,0.70,random_forest,2.433995,3.234783,-0.078501,706,706
9,9,71313,block_end,end,0.70,neural_net,2.526498,3.347997,-0.155315,706,706
9,9,71313,block_end,end,0.70,adaptive_imputation,2.547572,3.276847,-0.106732,706,706
10,10,79232,block_end,end,0.70,forward_fill,2.981572,3.735892,-0.139412,706,706
10,10,79232,block_end,end,0.70,linear_interpolation,2.629542,3.499524,0.000207,706,706
10,10,79232,block_end,end,0.70,time_interpolation,2.629542,3.499524,0.000207,706,706
10,10,79232,block_end,end,0.70,cubic_interpolation,25.376782,29.630588,-70.675811,706,706
10,10,79232,block_end,end,0.70,spline_interpolation,38.515935,42.129390,-143.898010,706,706
10,10,79232,block_end,end,0.70,moving_average,2.978323,3.735463,-0.139150,706,706
10,10,79232,block_end,end,0.70,knn,2.629542,3.499524,0.000207,706,706
10,10,79232,block_end,end,0.70,knn_upgraded,2.548380,3.461537,0.021795,706,706
10,10,79232,block_end,end,0.70,decision_tree,2.503038,3.442231,0.032676,706,706
10,10,79232,block_end,end,0.70,random_forest,2.525366,3.453376,0.026402,706,706
10,10,79232,block_end,end,0.70,neural_net,2.629526,3.542240,-0.024349,706,706
10,10,79232,block_end,end,0.70,adaptive_imputation,2.629542,3.499524,0.000207,706,706
11,11,87151,block_end,end,0.70,forward_fill,3.668555,4.617318,-0.042243,706,706
11,11,87151,block_end,end,0.70,linear_interpolation,3.660279,4.585883,-0.028100,706,706
11,11,87151,block_end,end,0.70,time_interpolation,3.660279,4.585883,-0.028100,706,706
11,11,87151,block_end,end,0.70,cubic_interpolation,21.247120,25.724073,-31.349603,706,706
11,11,87151,block_end,end,0.70,spline_interpolation,30.962280,35.216239,-59.628306,706,706
11,11,87151,block_end,end,0.70,moving_average,3.661250,4.614614,-0.041023,706,706
11,11,87151,block_end,end,0.70,knn,3.660279,4.585883,-0.028100,706,706
11,11,87151,block_end,end,0.70,knn_upgraded,3.657447,4.566880,-0.019598,706,706
11,11,87151,block_end,end,0.70,decision_tree,3.671423,4.576310,-0.023812,706,706
11,11,87151,block_end,end,0.70,random_forest,3.652263,4.581297,-0.026045,706,706
11,11,87151,block_end,end,0.70,neural_net,3.669325,4.601029,-0.034903,706,706
11,11,87151,block_end,end,0.70,adaptive_imputation,3.660279,4.585883,-0.028100,706,706
12,12,95070,block_end,end,0.70,forward_fill,2.427125,2.876909,-0.038725,706,706
12,12,95070,block_end,end,0.70,linear_interpolation,2.498989,3.190441,-0.277467,706,706
12,12,95070,block_end,end,0.70,time_interpolation,2.498989,3.190441,-0.277467,706,706
12,12,95070,block_end,end,0.70,cubic_interpolation,1.703607,2.439187,0.253313,706,706
12,12,95070,block_end,end,0.70,spline_interpolation,3.198264,3.977720,-0.985714,706,706
12,12,95070,block_end,end,0.70,moving_average,2.397988,2.857947,-0.025077,706,706
12,12,95070,block_end,end,0.70,knn,2.498989,3.190441,-0.277467,706,706
12,12,95070,block_end,end,0.70,knn_upgraded,2.881501,3.593526,-0.620653,706,706
12,12,95070,block_end,end,0.70,decision_tree,3.192203,3.899805,-0.908684,706,706
12,12,95070,block_end,end,0.70,random_forest,2.948553,3.636713,-0.659840,706,706
12,12,95070,block_end,end,0.70,neural_net,2.615372,3.353490,-0.411374,706,706
12,12,95070,block_end,end,0.70,adaptive_imputation,2.498989,3.190441,-0.277467,706,706
13,13,102989,block_end,end,0.70,forward_fill,2.766303,3.751237,-0.372045,706,706
13,13,102989,block_end,end,0.70,linear_interpolation,3.058403,4.072081,-0.616784,706,706
13,13,102989,block_end,end,0.70,time_interpolation,3.058403,4.072081,-0.616784,706,706
13,13,102989,block_end,end,0.70,cubic_interpolation,23.844470,28.383394,-77.550284,706,706
13,13,102989,block_end,end,0.70,spline_interpolation,36.587574,40.997162,-162.880282,706,706
13,13,102989,block_end,end,0.70,moving_average,2.759227,3.749702,-0.370922,706,706
13,13,102989,block_end,end,0.70,knn,3.058403,4.072081,-0.616784,706,706
13,13,102989,block_end,end,0.70,knn_upgraded,3.134473,4.160516,-0.687771,706,706
13,13,102989,block_end,end,0.70,decision_tree,3.227944,4.248646,-0.760030,706,706
13,13,102989,block_end,end,0.70,random_forest,3.205209,4.218762,-0.735358,706,706
13,13,102989,block_end,end,0.70,neural_net,3.082986,4.087929,-0.629393,706,706
13,13,102989,block_end,end,0.70,adaptive_imputation,3.058403,4.072081,-0.616784,706,706
14,14,110908,block_end,end,0.70,forward_fill,3.169632,3.419458,-5.072342,706,706
14,14,110908,block_end,end,0.70,linear_interpolation,1.358598,1.786301,-0.657109,706,706
14,14,110908,block_end,end,0.70,time_interpolation,1.358598,1.786301,-0.657109,706,706
14,14,110908,block_end,end,0.70,cubic_interpolation,3.724967,4.295950,-8.584291,706,706
14,14,110908,block_end,end,0.70,spline_interpolation,4.549048,5.102253,-12.519654,706,706
14,14,110908,block_end,end,0.70,moving_average,3.124036,3.378568,-4.927982,706,706
14,14,110908,block_end,end,0.70,knn,1.358598,1.786301,-0.657109,706,706
14,14,110908,block_end,end,0.70,knn_upgraded,1.202872,1.806815,-0.695387,706,706
14,14,110908,block_end,end,0.70,decision_tree,1.399214,1.973504,-1.022636,706,706
14,14,110908,block_end,end,0.70,random_forest,1.421803,2.025318,-1.130239,706,706
14,14,110908,block_end,end,0.70,neural_net,1.356613,1.918746,-0.911951,706,706
14,14,110908,block_end,end,0.70,adaptive_imputation,1.358598,1.786301,-0.657109,706,706
15,15,118827,block_end,end,0.70,forward_fill,6.781020,8.203526,-1.055037,706,706
15,15,118827,block_end,end,0.70,linear_interpolation,7.698779,9.324856,-1.655234,706,706
15,15,118827,block_end,end,0.70,time_interpolation,7.698779,9.324856,-1.655234,706,706
15,15,118827,block_end,end,0.70,cubic_interpolation,8.458648,10.196442,-2.174796,706,706
15,15,118827,block_end,end,0.70,spline_interpolation,9.075020,10.819631,-2.574732,706,706
15,15,118827,block_end,end,0.70,moving_average,6.763259,8.200204,-1.053373,706,706
15,15,118827,block_end,end,0.70,knn,7.698779,9.324856,-1.655234,706,706
15,15,118827,block_end,end,0.70,knn_upgraded,7.946898,9.592102,-1.809611,706,706
15,15,118827,block_end,end,0.70,decision_tree,8.222264,9.862008,-1.969951,706,706
15,15,118827,block_end,end,0.70,random_forest,8.013602,9.651577,-1.844560,706,706
15,15,118827,block_end,end,0.70,neural_net,7.740740,9.369563,-1.680755,706,706
15,15,118827,block_end,end,0.70,adaptive_imputation,7.698779,9.324856,-1.655234,706,706
16,16,126746,block_end,end,0.70,forward_fill,2.364688,2.978474,-0.135370,706,706
16,16,126746,block_end,end,0.70,linear_interpolation,2.338300,2.918358,-0.090001,706,706
16,16,126746,block_end,end,0.70,time_interpolation,2.338300,2.918358,-0.090001,706,706
16,16,126746,block_end,end,0.70,cubic_interpolation,3.961540,4.627420,-1.740484,706,706
16,16,126746,block_end,end,0.70,spline_interpolation,4.735404,5.506964,-2.881271,706,706
16,16,126746,block_end,end,0.70,moving_average,2.363825,2.978414,-0.135323,706,706
16,16,126746,block_end,end,0.70,knn,2.338300,2.918358,-0.090001,706,706
16,16,126746,block_end,end,0.70,knn_upgraded,2.330537,2.892927,-0.071086,706,706
16,16,126746,block_end,end,0.70,decision_tree,2.334815,2.883836,-0.064365,706,706
16,16,126746,block_end,end,0.70,random_forest,2.342574,2.908102,-0.082353,706,706
16,16,126746,block_end,end,0.70,neural_net,2.373881,2.943171,-0.108614,706,706
16,16,126746,block_end,end,0.70,adaptive_imputation,2.338300,2.918358,-0.090001,706,706
17,17,134665,block_end,end,0.70,forward_fill,6.077535,6.867659,-1.041860,706,706
17,17,134665,block_end,end,0.70,linear_interpolation,2.324887,2.810523,0.658034,706,706
17,17,134665,block_end,end,0.70,time_interpolation,2.324887,2.810523,0.658034,706,706
17,17,134665,block_end,end,0.70,cubic_interpolation,102.787339,120.473284,-627.333147,706,706
17,17,134665,block_end,end,0.70,spline_interpolation,154.738749,170.485350,-1257.295384,706,706
17,17,134665,block_end,end,0.70,moving_average,6.004314,6.809338,-1.007328,706,706
17,17,134665,block_end,end,0.70,knn,2.324887,2.810523,0.658034,706,706
17,17,134665,block_end,end,0.70,knn_upgraded,2.449724,3.212293,0.553276,706,706
17,17,134665,block_end,end,0.70,decision_tree,3.185067,3.904319,0.340068,706,706
17,17,134665,block_end,end,0.70,random_forest,2.967096,3.621797,0.432120,706,706
17,17,134665,block_end,end,0.70,neural_net,2.953301,3.461855,0.481169,706,706
17,17,134665,block_end,end,0.70,adaptive_imputation,2.324887,2.810523,0.658034,706,706
18,18,142584,block_end,end,0.70,forward_fill,3.065127,3.926800,-0.604276,706,706
18,18,142584,block_end,end,0.70,linear_interpolation,2.852675,3.627503,-0.369044,706,706
18,18,142584,block_end,end,0.70,time_interpolation,2.852675,3.627503,-0.369044,706,706
18,18,142584,block_end,end,0.70,cubic_interpolation,10.265846,11.399635,-12.520213,706,706
18,18,142584,block_end,end,0.70,spline_interpolation,15.616298,16.892598,-28.688927,706,706
18,18,142584,block_end,end,0.70,moving_average,3.025098,3.899797,-0.582288,706,706
18,18,142584,block_end,end,0.70,knn,2.852675,3.627503,-0.369044,706,706
18,18,142584,block_end,end,0.70,knn_upgraded,2.953656,3.680258,-0.409153,706,706
18,18,142584,block_end,end,0.70,decision_tree,3.226161,3.931531,-0.608144,706,706
18,18,142584,block_end,end,0.70,random_forest,3.133559,3.876797,-0.563680,706,706
18,18,142584,block_end,end,0.70,neural_net,2.984028,3.754582,-0.466644,706,706
18,18,142584,block_end,end,0.70,adaptive_imputation,2.852675,3.627503,-0.369044,706,706
19,19,150503,block_end,end,0.70,forward_fill,3.186034,4.276502,-0.222055,706,706
19,19,150503,block_end,end,0.70,linear_interpolation,2.971260,3.405613,0.224996,706,706
19,19,150503,block_end,end,0.70,time_interpolation,2.971260,3.405613,0.224996,706,706
19,19,150503,block_end,end,0.70,cubic_interpolation,1.864126,2.554418,0.563989,706,706
19,19,150503,block_end,end,0.70,spline_interpolation,2.394000,3.120396,0.349372,706,706
19,19,150503,block_end,end,0.70,moving_average,3.133229,4.225000,-0.192798,706,706
19,19,150503,block_end,end,0.70,knn,2.971260,3.405613,0.224996,706,706
19,19,150503,block_end,end,0.70,knn_upgraded,3.659709,4.243609,-0.203328,706,706
19,19,150503,block_end,end,0.70,decision_tree,4.279787,4.875955,-0.588666,706,706
19,19,150503,block_end,end,0.70,random_forest,3.772498,4.339629,-0.258400,706,706
19,19,150503,block_end,end,0.70,neural_net,3.442753,4.051714,-0.096960,706,706
19,19,150503,block_end,end,0.70,adaptive_imputation,2.971260,3.405613,0.224996,706,706
0,0,42,block_end,end,0.80,forward_fill,5.591824,7.809532,-0.375868,806,806
0,0,42,block_end,end,0.80,linear_interpolation,4.482815,5.489751,0.320120,806,806
0,0,42,block_end,end,0.80,time_interpolation,4.482815,5.489751,0.320120,806,806
0,0,42,block_end,end,0.80,cubic_interpolation,4.047223,5.752350,0.253521,806,806
0,0,42,block_end,end,0.80,spline_interpolation,4.492040,6.491361,0.049399,806,806
0,0,42,block_end,end,0.80,moving_average,5.542148,7.787119,-0.367982,806,806
0,0,42,block_end,end,0.80,knn,4.482815,5.489751,0.320120,806,806
0,0,42,block_end,end,0.80,knn_upgraded,4.659817,5.525142,0.311326,806,806
0,0,42,block_end,end,0.80,decision_tree,4.476577,5.495057,0.318806,806,806
0,0,42,block_end,end,0.80,random_forest,4.664357,5.490031,0.320051,806,806
0,0,42,block_end,end,0.80,neural_net,4.327978,5.204145,0.389022,806,806
0,0,42,block_end,end,0.80,adaptive_imputation,4.047223,5.752350,0.253521,806,806
1,1,7961,block_end,end,0.80,forward_fill,2.876203,3.584138,-0.003526,806,806
1,1,7961,block_end,end,0.80,linear_interpolation,2.879335,3.407653,0.092869,806,806
1,1,7961,block_end,end,0.80,time_interpolation,2.879335,3.407653,0.092869,806,806
1,1,7961,block_end,end,0.80,cubic_interpolation,9.432376,10.856929,-8.208171,806,806
1,1,7961,block_end,end,0.80,spline_interpolation,14.312447,16.053688,-19.133024,806,806
1,1,7961,block_end,end,0.80,moving_average,2.852519,3.571898,0.003316,806,806
1,1,7961,block_end,end,0.80,knn,2.879335,3.407653,0.092869,806,806
1,1,7961,block_end,end,0.80,knn_upgraded,3.127514,3.675109,-0.055115,806,806
1,1,7961,block_end,end,0.80,decision_tree,3.325766,3.883967,-0.178448,806,806
1,1,7961,block_end,end,0.80,random_forest,3.172530,3.717620,-0.079666,806,806
1,1,7961,block_end,end,0.80,neural_net,2.517287,3.046770,0.274832,806,806
1,1,7961,block_end,end,0.80,adaptive_imputation,9.432376,10.856929,-8.208171,806,806
2,2,15880,block_end,end,0.80,forward_fill,1.686390,2.159503,-0.081345,806,806
2,2,15880,block_end,end,0.80,linear_interpolation,1.814035,2.204485,-0.126862,806,806
2,2,15880,block_end,end,0.80,time_interpolation,1.814035,2.204485,-0.126862,806,806
2,2,15880,block_end,end,0.80,cubic_interpolation,13.041069,15.147021,-52.199945,806,806
2,2,15880,block_end,end,0.80,spline_interpolation,19.653722,21.783749,-109.032755,806,806
2,2,15880,block_end,end,0.80,moving_average,1.678722,2.157181,-0.079021,806,806
2,2,15880,block_end,end,0.80,knn,1.814035,2.204485,-0.126862,806,806
2,2,15880,block_end,end,0.80,knn_upgraded,1.824968,2.195081,-0.117269,806,806
2,2,15880,block_end,end,0.80,decision_tree,1.839741,2.205325,-0.127722,806,806
2,2,15880,block_end,end,0.80,random_forest,1.836339,2.213014,-0.135599,806,806
2,2,15880,block_end,end,0.80,neural_net,1.802897,2.207490,-0.129937,806,806
2,2,15880,block_end,end,0.80,adaptive_imputation,13.041069,15.147021,-52.199945,806,806
3,3,23799,block_end,end,0.80,forward_fill,5.752283,6.411138,-1.113531,806,806
3,3,23799,block_end,end,0.80,linear_interpolation,3.318749,3.905181,0.215811,806,806
3,3,23799,block_end,end,0.80,time_interpolation,3.318749,3.905181,0.215811,806,806
3,3,23799,block_end,end,0.80,cubic_interpolation,29.990901,34.465200,-60.080127,806,806
3,3,23799,block_end,end,0.80,spline_interpolation,43.641189,48.186099,-118.393821,806,806
3,3,23799,block_end,end,0.80,moving_average,5.718483,6.394706,-1.102710,806,806
3,3,23799,block_end,end,0.80,knn,3.318749,3.905181,0.215811,806,806
3,3,23799,block_end,end,0.80,knn_upgraded,3.013668,3.600620,0.333358,806,806
3,3,23799,block_end,end,0.80,decision_tree,2.923061,3.528619,0.359753,806,806
3,3,23799,block_end,end,0.80,random_forest,3.086264,3.664857,0.309359,806,806
3,3,23799,block_end,end,0.80,neural_net,3.359282,3.955044,0.195658,806,806
3,3,23799,block_end,end,0.80,adaptive_imputation,29.990901,34.465200,-60.080127,806,806
4,4,31718,block_end,end,0.80,forward_fill,2.670881,3.323534,-0.030713,806,806
4,4,31718,block_end,end,0.80,linear_interpolation,2.717655,3.356980,-0.051562,806,806
4,4,31718,block_end,end,0.80,time_interpolation,2.717655,3.356980,-0.051562,806,806
4,4,31718,block_end,end,0.80,cubic_interpolation,12.955376,15.301249,-20.846976,806,806
4,4,31718,block_end,end,0.80,spline_interpolation,19.082638,21.528405,-42.247524,806,806
4,4,31718,block_end,end,0.80,moving_average,2.676150,3.326309,-0.032435,806,806
4,4,31718,block_end,end,0.80,knn,2.717655,3.356980,-0.051562,806,806
4,4,31718,block_end,end,0.80,knn_upgraded,2.703586,3.347512,-0.045639,806,806
4,4,31718,block_end,end,0.80,decision_tree,2.710341,3.355310,-0.050517,806,806
4,4,31718,block_end,end,0.80,random_forest,2.705806,3.346167,-0.044799,806,806
4,4,31718,block_end,end,0.80,neural_net,2.776609,3.420980,-0.092040,806,806
4,4,31718,block_end,end,0.80,adaptive_imputation,12.955376,15.301249,-20.846976,806,806
5,5,39637,block_end,end,0.80,forward_fill,4.224814,4.758089,-0.108493,806,806
5,5,39637,block_end,end,0.80,linear_interpolation,4.328237,4.993072,-0.220685,806,806
5,5,39637,block_end,end,0.80,time_interpolation,4.328237,4.993072,-0.220685,806,806
5,5,39637,block_end,end,0.80,cubic_interpolation,4.348649,5.020754,-0.234257,806,806
5,5,39637,block_end,end,0.80,spline_interpolation,4.386927,5.078876,-0.262999,806,806
5,5,39637,block_end,end,0.80,moving_average,4.214498,4.756544,-0.107773,806,806
5,5,39637,block_end,end,0.80,knn,4.328237,4.993072,-0.220685,806,806
5,5,39637,block_end,end,0.80,knn_upgraded,4.389018,5.084467,-0.265781,806,806
5,5,39637,block_end,end,0.80,decision_tree,4.429043,5.148514,-0.297871,806,806
5,5,39637,block_end,end,0.80,random_forest,4.405907,5.113919,-0.280488,806,806
5,5,39637,block_end,end,0.80,neural_net,4.363644,5.048409,-0.247891,806,806
5,5,39637,block_end,end,0.80,adaptive_imputation,4.348649,5.020754,-0.234257,806,806
6,6,47556,block_end,end,0.80,forward_fill,5.203362,6.029346,-1.298295,806,806
6,6,47556,block_end,end,0.80,linear_interpolation,3.028039,3.725776,0.122395,806,806
6,6,47556,block_end,end,0.80,time_interpolation,3.028039,3.725776,0.122395,806,806
6,6,47556,block_end,end,0.80,cubic_interpolation,69.002982,80.653843,-410.259148,806,806
6,6,47556,block_end,end,0.80,spline_interpolation,102.821325,113.321606,-810.878200,806,806
6,6,47556,block_end,end,0.80,moving_average,5.146075,5.987390,-1.266421,806,806
6,6,47556,block_end,end,0.80,knn,3.028039,3.725776,0.122395,806,806
6,6,47556,block_end,end,0.80,knn_upgraded,3.092933,3.804750,0.084796,806,806
6,6,47556,block_end,end,0.80,decision_tree,3.335961,4.090814,-0.057998,806,806
6,6,47556,block_end,end,0.80,random_forest,3.130529,3.816770,0.079005,806,806
6,6,47556,block_end,end,0.80,neural_net,2.948891,3.666828,0.149946,806,806
6,6,47556,block_end,end,0.80,adaptive_imputation,69.002982,80.653843,-410.259148,806,806
7,7,55475,block_end,end,0.80,forward_fill,3.093375,3.480701,-0.759683,806,806
7,7,55475,block_end,end,0.80,linear_interpolation,2.804674,3.210568,-0.497148,806,806
7,7,55475,block_end,end,0.80,time_interpolation,2.804674,3.210568,-0.497148,806,806
7,7,55475,block_end,end,0.80,cubic_interpolation,2.690553,3.089304,-0.386189,806,806
7,7,55475,block_end,end,0.80,spline_interpolation,2.564533,2.963738,-0.275795,806,806
7,7,55475,block_end,end,0.80,moving_average,3.088861,3.479920,-0.758894,806,806
7,7,55475,block_end,end,0.80,knn,2.804674,3.210568,-0.497148,806,806
7,7,55475,block_end,end,0.80,knn_upgraded,2.741812,3.147856,-0.439233,806,806
7,7,55475,block_end,end,0.80,decision_tree,2.714374,3.122255,-0.415917,806,806
7,7,55475,block_end,end,0.80,random_forest,2.738691,3.145635,-0.437202,806,806
7,7,55475,block_end,end,0.80,neural_net,2.715745,3.142318,-0.434173,806,806
7,7,55475,block_end,end,0.80,adaptive_imputation,2.690553,3.089304,-0.386189,806,806
8,8,63394,block_end,end,0.80,forward_fill,3.543474,4.311359,-0.535719,806,806
8,8,63394,block_end,end,0.80,linear_interpolation,4.335360,5.141621,-1.184156,806,806
8,8,63394,block_end,end,0.80,time_interpolation,4.335360,5.141621,-1.184156,806,806
8,8,63394,block_end,end,0.80,cubic_interpolation,3.357982,4.214846,-0.467732,806,806
